Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
VYFC,Valley Financial Corporation,19.95,98551463.85,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/vyfc
HDRA,Hydra Industries Acquisition Corp.,9.49,97747000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdra
OVBC,Ohio Valley Banc Corp.,23.45,96115757.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
ESXB,Community Bankers Trust Corporation.,4.37,95190949.62,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
OSHC,Ocean Shore Holding Co.,14.63,93936933.09,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
CBIN,"Community Bank Shares of Indiana, Inc.",27.26,93930790.62,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbin
TCFC,The Community Financial Corporation,19.95,93537151.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc
CIZN,Citizens Holding Company,19.016,92752707.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
NBN,Northeast Bancorp,9.42,92678076.54,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
HFBC,"HopFed Bancorp, Inc.",12.81,92363212.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
AUBN,"Auburn National Bancorporation, Inc.",24.77,90245234.56,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
CBFV,"CB Financial Services, Inc.",19.85,87061980.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbfv
ASBB,"ASB Bancorp, Inc.",19.81,86736321.91,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
WBB,"Westbury Bancorp, Inc.",17.5,86183107.5,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/wbb
AMIC,American Independence Corp.,10.634,85914372.31,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/amic
CBNK,"Chicopee Bancorp, Inc.",16.17,85873533.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cbnk
NECB,"Northeast Community Bancorp, Inc.",6.9,85395793.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb
ALLB,"Alliance Bancorp, Inc. of Pennsylvania",21.2,85375770.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/allb
SNFCA,Security National Financial Corporation,5.9,85318944.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
FCZA,First Citizens Banc Corp.,10.99,84710007.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcza
MLVF,"Malvern Bancorp, Inc.",12.85,84276378.05,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
UBFO,United Security Bancshares,5.36,83505348.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo
FCCY,1st Constitution Bancorp (NJ),11.69,83405508.06,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
LARK,Landmark Bancorp Inc.,26.235,83290851.77,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LSBK,"Lake Shore Bancorp, Inc.",13.8,81957523.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
AAME,Atlantic American Corporation,3.97,81869840.22,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
FBMS,"The First Bancshares, Inc.",15.25,81006109,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
SLCT,"Select Bancorp, Inc.",7.08,80556098.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
OVLY,Oak Valley Bancorp (CA),9.97,80506304.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
FCCO,First Community Corporation,11.91,79326150.06,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
LPSB,"LaPorte Bancorp, Inc.",13.71,78515031.24,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lpsb
FSBK,First South Bancorp Inc,8.18,78511697.26,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
UNTY,"Unity Bancorp, Inc.",9.23,77329872.23,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
BOCH,Bank of Commerce Holdings (CA),5.71,75907466.67,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
TSBK,"Timberland Bancorp, Inc.",10.73,75674784.28,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
EVBS,"Eastern Virginia Bankshares, Inc.",6.29,74919353.43,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
OPOF,Old Point Financial Corporation,15.001,74390094.01,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
AMRB,American River Bankshares,9.67,74315245.78,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
IROQ,"IF Bancorp, Inc.",16.731,72596762.67,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
HWBK,"Hawthorn Bancshares, Inc.",13.83,72386026.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hwbk
ARL,"American Realty Investors, Inc.",5.12,71821409.28,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
CBAN,"Colony Bankcorp, Inc.",8.38,70720982.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
FCTY,"1st Century Bancshares, Inc",6.88,69805016.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcty
PKBK,"Parke Bancorp, Inc.",11.62,69625401.58,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
TRCB,Two River Bancorp,8.7005,69030732.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb
KFFB,Kentucky First Federal Bancorp,8.01,67744695.15,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
MMAC,"MMA Capital Management, LLC",9.16,66680632.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac
BKSC,Bank of South Carolina Corp.,14.7575,65838933.41,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
FCAP,"First Capital, Inc.",23.551,64541562.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
MBCN,Middlefield Banc Corp.,31.5001,64540019.39,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn
NVSL,Naugatuck Valley Financial Corporation,9.19,64350291.52,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
GFED,"Guaranty Federal Bancshares, Inc.",14.96,64330214.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gfed
DNBF,DNB Financial Corp,23.13,64223313.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
MFNC,Mackinac Financial Corporation,11.53,64162316.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
FMD,First Marblehead Corporation (The),5.51,63532173.4,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/fmd
FCLF,First Clover Leaf Financial Corp.,8.97,62855328.51,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fclf
FSBW,"FS Bancorp, Inc.",19.38,62706412.5,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
ACFC,Atlantic Coast Financial Corporation,4.04,62656606.44,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
UNAM,Unico American Corporation,11.7,62491419.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam
FBSS,"Fauquier Bankshares, Inc.",16.7,62305645.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
LABC,"Louisiana Bancorp, Inc.",22.0993,61801421.73,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
JAXB,"Jacksonville Bancorp, Inc.",10.59,61370331.39,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
MCBK,"Madison County Financial, Inc.",20.23,61347110.86,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
FSFG,"First Savings Financial Group, Inc.",27.65,60498006.45,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
KINS,"Kingstone Companies, Inc",8.0008,58368748.29,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
PBSK,"Poage Bankshares, Inc.",15,58228755,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
ANCB,Anchor Bancorp,22.61,57655500,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
FUNC,First United Corporation,9.18,57176399.88,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
NGHCP,National General Holdings Corp,25.9499,57089780,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp
TFSC,1347 Capital Corp.,9.59,57041320,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfsc
FCVA,"First Capital Bancorp, Inc. (VA)",4.36,56089403.12,n/a,2007,Finance,Major Banks,http://www.nasdaq.com/symbol/fcva
UCBA,United Community Bancorp,12.096,56060218.37,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba
HBMD,"Howard Bancorp, Inc.",13.5,55892551.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
WBKC,"Wolverine Bancorp, Inc.",24.45,55460081.7,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/wbkc
MPB,Mid Penn Bancorp,15.832,55363174.11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
ASRV,AmeriServ Financial Inc.,2.94,55256970.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
CWAY,"Coastway Bancorp, Inc.",11.1001,54936381.82,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
RIVR,River Valley Bancorp.,21.66,54446655.36,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
CNLM,CB Pharma Acquisition Corp.,9.78,54142080,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/cnlm
PFBX,Peoples Financial Corporation,10.56,54100844.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbx
CWBC,Community West Bancshares,6.59,54056010.47,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
BYBK,"Bay Bancorp, Inc.",4.9,54050787.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
SBFG,"SB Financial Group, Inc.",10.97,53480187.07,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
HMNF,"HMN Financial, Inc.",11.865,53040572.24,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
SMAC,Sino Mercury Acquisition Corp.,9.92,52676440,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smac
ESBK,Elmira Savings Bank NY (The),21.02,52605555.86,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
COBK,"Colonial Financial Services, Inc.",13.5,52112821.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cobk
MSBF,MSB Financial Corp.,10.34,51807918.58,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
SBCP,"Sunshine Bancorp, Inc.",12.1,51207200,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
SBBX,Sussex Bancorp,10.87,50703180.22,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
SAL,"Salisbury Bancorp, Inc.",29.5875,50691701.59,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SOCB,Southcoast Financial Corporation,7.1305,50602120.91,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
UBOH,"United Bancshares, Inc.",15.0199,50583042.93,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh
PSBH,"PSB Holdings, Inc.",7.72,50500850.92,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/psbh
ASBI,Ameriana Bancorp,16.76,50396515.52,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbi
USBI,"United Security Bancshares, Inc.",8.29,50022349.11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usbi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",1.79,49938293.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
MGYR,"Magyar Bancorp, Inc.",8.4,48849729.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
SIBC,"State Investors Bancorp, Inc.",21.06,48606880.14,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sibc
CZWI,"Citizens Community Bancorp, Inc.",9.2999,48302480.91,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
GWGH,"GWG Holdings, Inc",8.18,48018178.74,n/a,2014,Finance,Life Insurance,http://www.nasdaq.com/symbol/gwgh
SFBC,"Sound Financial Bancorp, Inc.",18.95,47716725.35,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
PIH,"1347 Property Insurance Holdings, Inc.",7.49,47622356.25,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
GROW,"U.S. Global Investors, Inc.",3,46148709,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow
WEBK,"Wellesley Bancorp, Inc.",18.75,46020712.5,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
SVBI,Severn Bancorp Inc,4.57,46007922.03,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
AFCB,Athens Bancshares Corporation,25.1,45222695.1,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
HBK,"Hamilton Bancorp, Inc.",13.1,44772040.3,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbk
PLBC,Plumas Bancorp,9.21,44163230.19,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
EMCF,Emclaire Financial Corp,24.84,44020404.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
PBHC,"Pathfinder Bancorp, Inc.",9.99,43478507.97,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
UBCP,"United Bancorp, Inc.",8.0399,43209526,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp
HFBL,"Home Federal Bancorp, Inc. of Louisiana",19.804,42902256.77,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
SMACU,Sino Mercury Acquisition Corp.,10.14,42689400,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacu
EBMT,"Eagle Bancorp Montana, Inc.",10.97,42412576.01,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
JXSB,Jacksonville Bancorp Inc.,23,41831089,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JTPY,JetPay Corporation,2.88,39927810.24,n/a,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
WAYN,Wayne Savings Bancshares Inc.,13.8,38941378.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
MELR,"Melrose Bancorp, Inc.",13.66,38652049.14,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
FWV,"First West Virginia Bancorp, Inc.",22.301,38552407.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fwv
ATLC,Atlanticus Holdings Corporation,2.75,38250888.5,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
BYFC,Broadway Financial Corporation,1.305,37945103.94,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
BOTJ,"Bank of the James Financial Group, Inc.",11.25,37854832.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
SIEB,Siebert Financial Corp.,1.67,36882160.42,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
PBCP,"Polonia Bancorp, Inc.",10.9,36359271.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbcp
SGB,Southwest Georgia Financial Corporation,14.02,35720674.74,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
NSEC,"National Security Group, Inc.",14.14,35455371.28,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
GLBZ,Glen Burnie Bancorp,12.75,35202291,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
SSFN,Stewardship Financial Corp,5.55,33463025.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
CLBH,Carolina Bank Holdings Inc.,9.47,32526419.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh
GTWN,"Georgetown Bancorp, Inc.",17.76,32458762.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
QCCO,"QC Holdings, Inc.",1.71,29944307.61,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/qcco
BANFP,BancFirst Corporation,28.05,28050000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
IFMI,"Institutional Financial Markets, Inc.",1.64,24855034.76,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi
CZFC,Citizens First Corporation,12.49,24590024.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CMSB,"CMS Bancorp, Inc.",13.19,24570371.57,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb
WVFC,WVS Financial Corp.,11.63,23846500.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/wvfc
CFBK,Central Federal Corporation,1.33,21045534.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",5.64,21020358.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnm
CARV,"Carver Bancorp, Inc.",5.65,20882891.55,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv
PBIB,"Porter Bancorp, Inc.",0.8691,12941345.72,n/a,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/pbib
OPHC,"OptimumBank Holdings, Inc.",1,9295972,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
PNBK,Patriot National Bancorp Inc.,15.245,5970033.47,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
VBFC,Village Bank and Trust Financial Corp.,15.3316,5125261.89,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vbfc
LPHI,Life Partners Holdings Inc,0.22,4102442.96,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lphi
BPOPM,"Popular, Inc.",21.649,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
SGZA,"Selective Insurance Group, Inc.",25.12,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
ZBK,Zions Bancorporation,27.3,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zbk
ZIONW,Zions Bancorporation,4,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zionw
ZIONZ,Zions Bancorporation,2.34,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/zionz
WAFDW,"Washington Federal, Inc.",5.19,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wafdw
FFBCW,First Financial Bancorp.,5.65,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
ASRVP,AmeriServ Financial Inc.,27.97,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
SIVBO,SVB Financial Group,25.85,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
KMPA,Kemper Corporation,26.61,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
CATYW,Cathay General Bancorp,7.2,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
OSBCP,"Old Second Bancorp, Inc.",9.9999,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
BPFHP,"Boston Private Financial Holdings, Inc.",25.58,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",5.9,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
INTLL,INTL FCStone Inc.,26.19,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
WTFCW,Wintrust Financial Corporation,24.4,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcw
PVTBP,"PrivateBancorp, Inc.",27.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtbp
PVTD,"PrivateBancorp, Inc.",26.48,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
GER,"Goldman Sachs Group, Inc. (The)",15.6,0,n/a,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ger
GMZ,"Goldman Sachs Group, Inc. (The)",17.37,0,n/a,2013,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gmz
GSF,"Goldman Sachs Group, Inc. (The)",25.57,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gsf
GSJ,"Goldman Sachs Group, Inc. (The)",26.6793,0,n/a,2011,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gsj
TFG,"Goldman Sachs Group, Inc. (The)",26.7885,0,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tfg
BGCA,"BGC Partners, Inc.",27.64,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
AMBCW,"Ambac Financial Group, Inc.",13.49,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
THGA,"The Hanover Insurance Group, Inc.",25.25,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
AFA,"American Financial Group, Inc.",25.42,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa
AFGE,"American Financial Group, Inc.",25.56,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFQ,"American Financial Group, Inc.",26.33,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afq
AFW,"American Financial Group, Inc.",26.41,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw
AFSD,Aflac Incorporated,25.0959,0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd
AGM/A,Federal Agricultural Mortgage Corporation,26.2,0,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm/a
AFM,"Affiliated Managers Group, Inc.",25.9345,0,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/afm
MGR,"Affiliated Managers Group, Inc.",26.072,0,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr
BAC^W,Bank of America Corporation,25.35,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BRK/A,Berkshire Hathaway Inc.,214748.3647,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/brk/a
BRK/B,Berkshire Hathaway Inc.,145.28,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/brk/b
C^K,Citigroup Inc.,26.76,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,26.53,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n
COF^C,Capital One Financial Corporation,25.39,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
CRD/A,Crawford & Company,7.81,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crd/a
CRD/B,Crawford & Company,8.78,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crd/b
AIW,Arlington Asset Investment Corp,24.1,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
GEB,General Electric Company,25.22,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/geb
HGH,"Hartford Financial Services Group, Inc. (The)",30.39,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
IPB,"Merrill Lynch & Co., Inc.",27.16,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MER^D,"Merrill Lynch & Co., Inc.",25.7455,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^d
MER^E,"Merrill Lynch & Co., Inc.",25.9099,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^e
MER^F,"Merrill Lynch & Co., Inc.",25.83,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^f
MSJ,Morgan Stanley,25.55,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/msj
MSZ,Morgan Stanley,25.63,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msz
MWG,Morgan Stanley,25.52,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.44,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwr
RJD,"Raymond James Financial, Inc.",27.13,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjd
ISM,SLM Corporation,23.8995,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,22.44,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,24.36,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
USB^A,U.S. Bancorp,825,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
VLYWW,Valley National Bancorp,0.0533,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vlyww
CVB,Lehman ABS Corporation,10.6,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb
